gene	adj_pval	log_fc	clone	scores
BRIX1	3.557143467790626e-57	-0.7982031	G	-16.12142
ATXN10	3.3508838147230634e-57	-0.75639117	G	-16.125147
NUDT22	3.05106198489035e-57	-1.0056368	G	-16.130974
TM2D2	2.838931379774918e-57	-1.0230979	G	-16.13546
HYLS1	2.76128755476645e-57	-2.3268178	G	-16.137209
PRADC1	2.605884210100942e-57	-1.8414484	G	-16.14082
RNF7	1.8532450618434582e-57	-0.73677707	G	-16.161879
COMMD8	1.6537134374360943e-57	-0.97568107	G	-16.168972
RFC5	1.6078472774778802e-57	-2.3811288	G	-16.170742
DYNLL1	1.58586059390077e-57	-0.5321446	G	-16.171625
RPS27L	1.4115440072226462e-57	-0.70905787	G	-16.178835
IER3IP1	1.322427613643764e-57	-0.76803917	G	-16.182886
ING2	1.2186421568346573e-57	-1.4375839	G	-16.187952
HSD17B4	1.1885402898528707e-57	-0.8002309	G	-16.18953
NSMCE4A	1.1334336159471169e-57	-1.1128942	G	-16.192486
EMC10	1.096996065353409e-57	-0.9341608	G	-16.194532
DDX46	1.0947558195546474e-57	-0.7212046	G	-16.194695
GOT1	1.0635326883699779e-57	-0.79835856	G	-16.196512
BCAS2	9.215716977393814e-58	-0.8567706	G	-16.205395
WASHC3	7.125158927414944e-58	-0.88887846	G	-16.22124
BPGM	6.754335635910604e-58	-1.863988	G	-16.224558
POP5	4.789800692636205e-58	-0.8041297	G	-16.245722
GSTK1	4.57673954840399e-58	-0.904974	G	-16.248549
NAV1	4.1910441953922034e-58	-0.92636085	G	-16.253983
CEBPD	2.5785967709424234e-58	-0.7266162	G	-16.283798
UQCC2	2.5763889063689625e-58	-0.7650175	G	-16.283888
TALDO1	2.2605791071644943e-58	-0.7011467	G	-16.29196
POLD3	1.923793989179867e-58	-1.3668399	G	-16.301859
SNRPD2	1.6613338854491242e-58	-0.6653791	G	-16.310894
TTC39B	6.477010103899891e-59	-1.2254204	G	-16.3684
SH3BGRL	6.314739893113694e-59	-0.8386837	G	-16.369982
SERTAD1	5.14896675058499e-59	-2.0186226	G	-16.382471
MALSU1	4.877582937361406e-59	-0.8271668	G	-16.385801
ARTN	4.260416766341123e-59	-2.0863194	G	-16.39406
TMEM205	3.8383340915308794e-59	-0.755554	G	-16.400436
NNT	3.1407238186706405e-59	-0.8675081	G	-16.412655
KRT17	2.627141067164068e-59	-0.9506383	G	-16.423563
ARPC5	2.1241525940456124e-59	-0.7046591	G	-16.436487
ADIPOR2	1.7563517774969674e-59	-0.83731467	G	-16.448082
LSM1	1.6016237653438823e-59	-0.8653161	G	-16.453705
SMARCD1	1.382918096817618e-59	-0.8544148	G	-16.462666
JAG1	9.163294004695119e-60	-0.790167	G	-16.487667
SKP1	9.125282172664678e-60	-0.67821115	G	-16.487955
PLK4	8.015928751587313e-60	-4.7494593	G	-16.495823
TUBB	6.891812312004938e-60	-0.4987862	G	-16.504982
SGCB	6.233830361956663e-60	-0.9465145	G	-16.511076
DESI1	4.666340052791501e-60	-0.83588815	G	-16.52858
NAP1L4	4.3945560994349256e-60	-0.7674107	G	-16.532234
TWISTNB	3.32831941181044e-60	-0.9009126	G	-16.549011
CTSV	3.320808706473973e-60	-5.380818	G	-16.549185
NARS	3.0506072728832657e-60	-0.7382386	G	-16.554329
AKT1	3.0021829137646265e-60	-0.7932121	G	-16.555328
PTS	2.8098917841603646e-60	-0.86922556	G	-16.55935
MAGOH	2.7206505609188465e-60	-0.81967556	G	-16.561329
LRP8	2.3763029797718582e-60	-2.0919516	G	-16.569504
TSTD1	2.3164647808990575e-60	-1.5479991	G	-16.571075
CYTOR	2.1450508080565837e-60	-0.7981511	G	-16.575733
RBMX	1.9634001050298243e-60	-0.75272864	G	-16.581089
CHD1L	1.6113145864159904e-60	-1.4707556	G	-16.593035
EVA1A	1.2920729716182634e-60	-2.3167562	G	-16.606325
TSFM	9.724404345525638e-61	-1.0742155	G	-16.623442
CDH3	8.676803343315788e-61	-0.801884	G	-16.63031
ATP5F1E	6.503749561507728e-61	-0.4301916	G	-16.647648
CNIH1	6.358664010878317e-61	-0.7347515	G	-16.649035
TECR	5.876766932699182e-61	-0.7685015	G	-16.653788
TMEM242	5.0374820428763696e-61	-1.4043272	G	-16.663078
SVIP	3.1456017173572e-61	-1.9580959	G	-16.691252
ANP32B	2.2178705548309284e-61	-0.55710524	G	-16.712137
POLR2G	2.0836556604296983e-61	-0.7782282	G	-16.715897
FUS	1.4459568700881764e-61	-0.64655447	G	-16.737736
LUZP1	1.315876090569743e-61	-0.7629704	G	-16.743383
TMX4	1.2395934377173905e-61	-0.8239037	G	-16.747011
LSM8	1.0724546173540703e-61	-0.7829098	G	-16.755701
ERCC6	9.910309501637155e-62	-0.8032087	G	-16.760433
MRPS25	7.6277802258472435e-62	-0.93063813	G	-16.776064
R3HDM1	5.963474122638379e-62	-1.0515708	G	-16.79075
GAR1	5.607930370381272e-62	-0.8455515	G	-16.794474
PC	5.226690878514683e-62	-1.6288749	G	-16.798687
DERA	4.113514359800962e-62	-1.391852	G	-16.812925
IL20RB	3.198655621012666e-62	-0.775802	G	-16.827866
SLC31A1	2.5320003679685013e-62	-0.85292816	G	-16.841736
RTN4	2.429531234139813e-62	-0.5570069	G	-16.844217
BRIP1	1.7915428899983863e-62	-5.4385366	G	-16.862267
YWHAH	1.7815852872075538e-62	-0.8328072	G	-16.862633
MRPS10	1.5462605959923216e-62	-0.854993	G	-16.87104
CCDC137	1.40324772107339e-62	-1.2114222	G	-16.876808
TMEM160	1.1904130128272825e-62	-0.8129391	G	-16.886555
POLR2I	1.1656564416834832e-62	-0.79795694	G	-16.887833
PSRC1	1.142223698105943e-62	-3.9093533	G	-16.889069
HIGD1A	1.001212549298177e-62	-0.93001705	G	-16.896877
BCLAF1	7.726129673462471e-63	-0.7429042	G	-16.912195
ORMDL2	4.1535383245871483e-63	-1.0041304	G	-16.948763
DAG1	3.808186370127819e-63	-0.86695963	G	-16.953905
NUCKS1	3.422172999903176e-63	-0.5283315	G	-16.960222
OST4	2.0258569176010264e-63	-0.69011813	G	-16.991112
MORC4	1.8236626749057642e-63	-1.2444553	G	-16.997314
SULT1E1	1.5531481874756714e-63	-5.2046533	G	-17.006763
UHRF2	1.1610169958686657e-63	-0.90047026	G	-17.02388
CDK2	6.842350244999943e-64	-2.284229	G	-17.05488
ADAMTS6	5.529214798932024e-64	-2.092786	G	-17.067402
PLOD1	5.2854527823374476e-64	-1.010514	G	-17.07007
NDC1	3.836399013050839e-64	-1.1129718	G	-17.088842
CEP78	3.5549041726828936e-64	-1.2794317	G	-17.093323
SEPT2	3.099678522636838e-64	-0.69670886	G	-17.101347
NDUFS4	2.569484389283813e-64	-0.8707517	G	-17.11235
CCM2	1.999027628911165e-64	-0.999741	G	-17.127003
CEP295	1.7358434960196574e-64	-1.2811563	G	-17.135252
EIF2AK4	1.4690195793106402e-64	-0.8161487	G	-17.144995
ANKH	1.3187755140043195e-64	-1.0214405	G	-17.151302
CHAC1	1.2876770536363215e-64	-1.9275683	G	-17.152725
DHX9	9.987837897830588e-65	-0.76411325	G	-17.167555
EMG1_ENSG00000126749	9.541679046766277e-65	-0.8547863	G	-17.170282
THOC3	8.743233436924132e-65	-1.0674692	G	-17.175392
TRMT10C	8.632820222348227e-65	-0.93230367	G	-17.176167
FAT2	5.031096874118974e-65	-0.8112177	G	-17.207579
RPL26L1	4.7552466431915435e-65	-0.8245891	G	-17.210882
FAM177A1	4.651983034366984e-65	-0.83831906	G	-17.21219
C12orf65	4.412388192874482e-65	-1.1783571	G	-17.21529
MLH1	3.941517517186778e-65	-1.2321008	G	-17.221859
MED21	3.2236892244192474e-65	-1.1238713	G	-17.233528
MSH2	2.844346855970681e-65	-1.2549733	G	-17.240803
SLC9A3R1	1.9417948445631694e-65	-1.3571316	G	-17.262894
PSMC2	8.79773555361068e-66	-0.9524515	G	-17.308655
MPHOSPH9	7.657324365332922e-66	-1.1715622	G	-17.316685
FERMT1	6.89122575113879e-66	-1.0431423	G	-17.322788
EOGT	6.444342060817839e-66	-1.0604436	G	-17.326683
TSPAN9	5.953911862157005e-66	-1.2743367	G	-17.33131
PTRHD1	4.322986913520384e-66	-1.3923179	G	-17.349747
NUDT8	4.2523276847027175e-66	-2.1370144	G	-17.35073
SRBD1	4.087110212861555e-66	-1.595432	G	-17.353045
MAP1B	3.808761294584943e-66	-0.7905385	G	-17.357132
IMMP1L	3.6152869669821333e-66	-1.3649316	G	-17.360163
MPC1	3.538698392508208e-66	-1.1384529	G	-17.361431
RANBP2	2.2474890525099555e-66	-0.813834	G	-17.387508
STRAP	1.8892614597107823e-66	-0.76431286	G	-17.397497
S100A6	1.862719982353133e-66	-0.45200863	G	-17.398344
RMI1	1.714262801707105e-66	-2.4687154	G	-17.40314
PCDH7	1.2355631762136433e-66	-0.9102565	G	-17.42192
BICC1	1.1297020129799934e-66	-1.318005	G	-17.427082
SERPINB8	1.0769129429983629e-66	-1.6339605	G	-17.429857
TSEN15	9.811106968165768e-67	-1.0057743	G	-17.435259
SELENOH	9.29438976867667e-67	-0.8271306	G	-17.438389
DLD	7.441537815258451e-67	-1.0081383	G	-17.45113
TMX3	6.287139384499014e-67	-0.8787466	G	-17.460794
SLC30A1	5.9283023062534995e-67	-0.95989764	G	-17.464186
LRIG1	5.450127133954225e-67	-1.3413956	G	-17.469023
NDUFB4	4.7830558156348686e-67	-0.7914186	G	-17.47651
COL4A5	4.0653914331770895e-67	-1.0062305	G	-17.485815
POLR2F	3.36024646931762e-67	-0.8254444	G	-17.496708
MGAT5	2.8943838870271844e-67	-1.0221013	G	-17.505247
PDLIM1	2.7310436173215658e-67	-0.79971355	G	-17.50859
RAD51C	2.5016996497142506e-67	-1.8219464	G	-17.513622
LAMB1	2.3356159155475234e-67	-0.7578369	G	-17.517569
HPF1	1.7966814071263872e-67	-1.0472738	G	-17.532602
LSM6	1.720774854421907e-67	-1.1120813	G	-17.535093
SMARCB1	1.53381269375517e-67	-0.9287875	G	-17.541668
ALYREF	1.0459890890247038e-67	-0.92938066	G	-17.563444
PLIN3	8.622442358195161e-68	-0.8608758	G	-17.574442
NDUFA8	6.237906554185675e-68	-0.92257243	G	-17.592833
GADD45A	4.556158447257917e-68	-0.8097311	G	-17.61066
TMEM98	3.393696501703763e-68	-6.280613	G	-17.627401
KIF15	3.121926536938242e-68	-5.484374	G	-17.632196
ICMT	2.494188769231112e-68	-0.89766985	G	-17.644958
ZFYVE21	2.0002723774748528e-68	-1.09329	G	-17.65746
GLIPR1	1.9670200693873315e-68	-0.86193144	G	-17.658443
PALLD	1.7757845022807159e-68	-0.8081461	G	-17.664253
DPYD	1.4386703445172302e-68	-1.3049625	G	-17.676167
SHC1	1.365595328713165e-68	-0.75602394	G	-17.679182
ABHD14A	1.3528793350159958e-68	-2.5778558	G	-17.679749
SEMA4B	1.1641650997844366e-68	-1.3331519	G	-17.688253
C14orf119	1.0880621368801839e-68	-1.021575	G	-17.6921
PMAIP1	1.0845540867980495e-68	-1.1572276	G	-17.692322
UBE2Q2	7.137241244668789e-69	-0.87432814	G	-17.71592
COL1A1	5.220723236128582e-69	-1.2059757	G	-17.733582
CALD1	3.546928299388669e-69	-0.57516134	G	-17.755373
THOC7	2.977962820928375e-69	-0.79278255	G	-17.765224
ITGB4	2.754642874980837e-69	-0.85286725	G	-17.769674
COX6C	1.5101697959866337e-69	-0.6920155	G	-17.803436
PFDN1	1.4477152737222932e-69	-0.920555	G	-17.80584
DMKN	6.987405154084101e-70	-1.0370911	G	-17.846691
CDC25B	6.79830926861349e-70	-1.053803	G	-17.84826
POP7	5.225322639438835e-70	-1.0664079	G	-17.862991
MRPS7	5.0614233680660934e-70	-0.8652404	G	-17.864807
FAM200B	4.6383121456489834e-70	-0.91154945	G	-17.869755
ERLIN1	3.2566976598606175e-70	-1.0538839	G	-17.88951
AKIRIN2	3.191961446662363e-70	-1.4326855	G	-17.890667
SLC2A4RG	2.4282581778287493e-70	-0.8086483	G	-17.905935
UBXN4	2.223932906331542e-70	-0.7935747	G	-17.910868
NPM3	1.6778418565052453e-70	-0.84596384	G	-17.92658
RAB34	1.579333416469715e-70	-0.8750919	G	-17.929983
MRPS22	1.519138590381241e-70	-1.1875865	G	-17.932182
PAICS	9.060839370836585e-71	-0.8045617	G	-17.96104
CTPS1	6.9220987622697e-71	-1.6000016	G	-17.976017
H1FX	6.6551030248857226e-71	-0.8794999	G	-17.978237
G2E3	5.68740606306026e-71	-1.323621	G	-17.987062
NDUFB1	5.332737711975553e-71	-0.794236	G	-17.99067
VAMP8	5.137073666872305e-71	-0.8669513	G	-17.992779
CDK5RAP2	3.450642152844489e-71	-1.1013353	G	-18.014889
TXNL4A	2.3434184559375585e-71	-0.8078945	G	-18.036367
RAD21	1.5060071487013512e-71	-0.789842	G	-18.06083
EXTL2	9.016227950638548e-72	-1.1890705	G	-18.089163
HADH	8.834226863779728e-72	-1.5210296	G	-18.090326
GJA1	8.821065637325417e-72	-1.1477355	G	-18.090446
RFC1	7.108538540527463e-72	-0.85093826	G	-18.102375
RBM42	7.057581281647042e-72	-0.93151736	G	-18.10281
DSN1	5.409589415100408e-72	-2.2511642	G	-18.117489
CDC42EP3	4.051612170642007e-72	-0.88878316	G	-18.133465
LAP3	3.177764365018328e-72	-1.0270681	G	-18.146854
GALNT2	2.6649394509764916e-72	-0.8972165	G	-18.156559
LAMA5	2.0443704414640455e-72	-0.8908194	G	-18.171148
SLC16A1	1.6096924651548468e-72	-0.8435264	G	-18.184298
PROCR	1.325542892820279e-72	-1.1639075	G	-18.19498
C4orf46	1.2234724625924578e-72	-2.3206716	G	-18.19941
RAD18	1.1611978301664531e-72	-1.555151	G	-18.20231
ACER3	1.0343051612624332e-72	-1.1612784	G	-18.208685
COA6	9.992474970728688e-73	-1.0885358	G	-18.210611
UCK2	9.687965354002492e-73	-1.088972	G	-18.212345
NDUFC1	6.218426581110979e-73	-0.83181816	G	-18.236639
PKMYT1	4.140656696161855e-73	-6.3216243	G	-18.258896
PLA2R1	1.5309944578384153e-73	-0.8522565	G	-18.313221
NDUFB5	1.3041303419855606e-73	-0.8466721	G	-18.32199
NR2F1	7.821810881101205e-74	-2.907346	G	-18.349863
MYO10	6.420051751302982e-74	-0.9223538	G	-18.360668
DPY30	5.677617859924762e-74	-0.97951514	G	-18.367378
CD99	5.220843021474678e-74	-0.8421935	G	-18.37197
GCNT1	4.448382672955599e-74	-2.4688354	G	-18.38081
SKA3	4.418156326153023e-74	-5.5384836	G	-18.38122
MYBL1	1.6707496627837708e-74	-2.7085917	G	-18.433931
TNFRSF1A	1.4559521862075458e-74	-0.8478294	G	-18.441412
SMAGP	1.393789026134593e-74	-1.8402858	G	-18.44381
DDX18	1.3524855736324127e-74	-0.81717396	G	-18.445475
RPS2	1.3524855736324127e-74	-0.34508333	G	-18.445484
PTHLH	8.858550357400197e-75	-1.8057337	G	-18.468449
ACYP1	6.663419348796011e-75	-1.4150436	G	-18.483854
C9orf3	5.90806956991729e-75	-1.1546719	G	-18.490381
DDB2	5.56746905781882e-75	-2.022796	G	-18.493622
TARS	5.365983996085063e-75	-0.76196676	G	-18.495647
CDC123	3.4933581141083953e-75	-0.9636452	G	-18.51881
STON2	3.2113631669047654e-75	-1.6790165	G	-18.52338
LRRC8A	2.3778897507041014e-75	-1.0893743	G	-18.539587
GSS	1.5153043275917189e-75	-1.2319639	G	-18.563845
PIK3C2G	1.3513746604541858e-75	-1.4528533	G	-18.570032
LAD1	1.2222199146738344e-75	-1.0080187	G	-18.575502
UCHL5	8.983529216222196e-76	-1.0401728	G	-18.59206
TMBIM4	6.735433712031205e-76	-0.9447326	G	-18.607538
MRPL19	5.482911653835231e-76	-1.0704094	G	-18.618599
ATP5MD	2.5287375653617607e-76	-0.7156162	G	-18.660078
MRPL16	1.735846154681979e-76	-1.1221602	G	-18.68021
GTF2F2	1.2390717436646317e-76	-0.93956137	G	-18.698275
BUD31	1.087759177468944e-76	-0.87060636	G	-18.705257
PSMG2	8.20777598365922e-77	-0.9891391	G	-18.72038
VPS28	6.611784238038653e-77	-0.913649	G	-18.731934
VLDLR	6.43119090176384e-77	-2.0422516	G	-18.733446
THRAP3	6.338502803443938e-77	-0.8583894	G	-18.734259
RFC2	2.6739046382264703e-77	-2.675701	G	-18.780182
MPC2	2.425083610293997e-77	-0.8661446	G	-18.785406
PSMC1	2.323795330451288e-77	-0.8445234	G	-18.787708
DEF8	2.2567979543788153e-77	-1.0157688	G	-18.789299
PRDX5	1.3206790686407531e-77	-0.73538566	G	-18.817791
COPS3	9.319418670922644e-78	-0.9068527	G	-18.836296
PRSS12	7.227071769226395e-78	-5.2405057	G	-18.84979
CHSY1	5.900696154454219e-78	-1.2880691	G	-18.860554
DYNC1LI1	5.455311418931438e-78	-1.0358582	G	-18.86474
SLC16A3	5.334252267886332e-78	-0.9102822	G	-18.865967
IFRD2	4.565710927865515e-78	-0.87572783	G	-18.874226
TFAM	3.8301722166172486e-78	-0.93533033	G	-18.883545
SPTSSA	3.38502094817791e-78	-0.9135956	G	-18.890144
MOCS2	3.022379221794618e-78	-1.4032085	G	-18.896164
PDHB	1.9733104141977344e-78	-1.3610252	G	-18.91869
EMC6	1.748704741326061e-78	-1.1031573	G	-18.925097
AURKAIP1	1.6316134538893306e-78	-0.7771871	G	-18.928787
ACADVL	1.1824898809530295e-78	-1.4655293	G	-18.945856
EXT2	4.4636605851177e-79	-1.1486399	G	-18.997147
DGUOK	1.6477223060418088e-79	-0.91226226	G	-19.049545
FAM162A	1.2653703319469063e-79	-0.9843477	G	-19.0634
ALDH9A1	4.271836527459555e-80	-1.0477799	G	-19.120201
RAB8A	3.609402652048936e-80	-1.1899222	G	-19.129026
HMCES	2.0752346533571627e-80	-1.284311	G	-19.157938
GEN1	1.4205214417069388e-80	-2.4169943	G	-19.177698
CD320	1.1692210736608546e-80	-1.408595	G	-19.187859
FERMT2	1.0627828263124087e-80	-1.0128036	G	-19.192858
MRPS36	2.6178256336660077e-81	-1.071009	G	-19.265682
TROAP	1.4586941222061607e-81	-6.4252353	G	-19.29605
CKAP5	1.330306253105063e-81	-1.044634	G	-19.300848
CMSS1	1.2399104224747228e-81	-1.0017476	G	-19.304523
MCUB	9.805802681418024e-82	-2.6628025	G	-19.31672
MYLK	8.150570463600802e-82	-0.9901496	G	-19.326342
TRIP13	6.225575061977877e-82	-2.1042204	G	-19.340317
C7orf50	3.8993646165229683e-82	-0.9203103	G	-19.364506
LAPTM4B	3.862460853862891e-82	-0.9504837	G	-19.365036
ACACA	3.3254588171097854e-82	-0.9778667	G	-19.372782
ACSL4	2.9247581474903484e-82	-0.8955192	G	-19.37943
PARPBP	2.85987648964386e-82	-2.9422657	G	-19.380625
KIF18A	2.813551886879907e-82	-4.9807262	G	-19.381504
SLC2A6	2.661116905811566e-82	-3.0178316	G	-19.384409
PUF60	2.5759940155892364e-82	-0.9948371	G	-19.38612
HIRIP3	2.223826181677365e-82	-1.570093	G	-19.39372
PTPN13	2.1665090690005856e-82	-0.9771852	G	-19.395103
PSMG1	1.9109098067177384e-82	-0.97261786	G	-19.401636
MRPL35	1.869049117162416e-82	-1.4484152	G	-19.402813
PIN1	1.386427931123148e-82	-0.99972457	G	-19.41824
NUP188	7.30040166775096e-83	-1.4334244	G	-19.451313
MRPL20	7.183228656392374e-83	-0.79819125	G	-19.45218
EIF4A3	5.461295539551702e-83	-0.9725608	G	-19.466269
ABCA1	5.075251968349368e-83	-2.0506115	G	-19.470062
EIF6	4.0885705450607085e-83	-0.8708416	G	-19.481213
DCBLD2	3.494785371236485e-83	-0.889146	G	-19.489285
SPAG5	2.7656545495986785e-83	-4.2660937	G	-19.501335
TUBA4A	2.7194894843807498e-83	-1.0209638	G	-19.502235
ATP5MG	2.5760264763730396e-83	-0.6277285	G	-19.505045
C1orf122	2.3288046396119306e-83	-0.87652713	G	-19.510244
VDAC1	1.991560628721054e-83	-0.80598795	G	-19.518278
MTHFD1L	1.5726833612974264e-83	-1.2687758	G	-19.530382
C8orf59	5.70697512410911e-84	-0.92744905	G	-19.58212
H2AFY	3.168291576868174e-84	-0.8318897	G	-19.612188
LIG1	2.838158737708797e-84	-3.0373194	G	-19.617826
KIAA0586	2.523164074503224e-84	-1.701393	G	-19.623846
ASPH	2.477725975096794e-84	-0.86106217	G	-19.62481
PHF5A	2.346362151500469e-84	-1.1617532	G	-19.627657
ECHDC1	2.336129180509393e-84	-1.0046273	G	-19.627918
ENDOD1	1.6993152470496503e-84	-1.2105595	G	-19.644125
KNSTRN	8.365079821521344e-85	-2.0367534	G	-19.680119
KLF10	5.392921290247676e-85	-1.5956373	G	-19.702433
CSTF3	2.908610702048299e-85	-1.1002389	G	-19.733706
DDX5	1.9375210755656994e-85	-0.696121	G	-19.754309
SKA1	1.7042132918257266e-85	-6.509292	G	-19.760826
PIH1D1	1.2876955188930345e-85	-1.0590516	G	-19.775005
USP14	1.275270517606031e-85	-0.9432538	G	-19.775536
DAAM1	9.52404090852774e-86	-1.1787833	G	-19.790333
SERPINE1	6.2411100154237396e-86	-1.0187644	G	-19.811665
HIKESHI	5.3281596988068036e-86	-1.0288032	G	-19.819704
CCNG1	3.5851226126887924e-86	-1.2493157	G	-19.839674
PSMB7	3.401334597890343e-86	-0.8913621	G	-19.84236
MACF1	2.8737204529282034e-86	-0.9029868	G	-19.850872
ARL3	1.9959104999107447e-86	-1.0016167	G	-19.869219
TFDP1	1.7638145059470106e-86	-1.0514091	G	-19.875463
HSPA4	1.3582226776131173e-86	-0.91516954	G	-19.888613
PLGRKT	1.278915963452744e-86	-1.7260164	G	-19.89167
ATP13A2	1.2047325128456185e-86	-1.3882004	G	-19.894707
CCT3	1.0507766173010124e-86	-0.76350147	G	-19.9016
SPC25	9.672098865645189e-87	-8.112805	G	-19.905792
PBDC1	9.032977149898507e-87	-1.1499405	G	-19.909258
TXNDC12	7.672270528931745e-87	-0.99329877	G	-19.917477
CAPNS1	7.1830142656491995e-87	-0.862174	G	-19.920816
TEDC1	5.775075301383635e-87	-2.7282825	G	-19.931778
KIF2A	5.453129720022752e-87	-1.1315242	G	-19.934689
SRRM1	4.157464551029817e-87	-0.88670874	G	-19.948298
GNAS	2.85355185782212e-87	-0.60095	G	-19.967148
NDUFA9	2.1958998965562334e-87	-1.1111064	G	-19.98027
MRPL50	1.4730917171441812e-87	-1.339352	G	-20.000273
KCNN4	1.0915178695577764e-87	-1.244003	G	-20.015259
RPL36AL	9.359807164823019e-88	-0.5973099	G	-20.022959
MNAT1	4.24187867788664e-88	-1.2048705	G	-20.06243
HPGD	3.4014659327245354e-88	-3.2498376	G	-20.073484
TTF2	2.912404559734942e-88	-1.376473	G	-20.081236
THYN1	2.5449396414686305e-88	-1.2851253	G	-20.088017
RPA2	2.446210287959558e-88	-1.39175	G	-20.090021
EIF2S1	2.4143561923991514e-88	-0.99100757	G	-20.090712
EFNB1	1.0640808613421699e-88	-0.98609877	G	-20.131432
CTDSPL	7.459239053254129e-89	-0.96757406	G	-20.149067
POLR2K	2.9287236743084183e-89	-1.0038731	G	-20.19542
AKR1C1	1.538929847443558e-89	-2.4353292	G	-20.22722
DDX1	5.897367920370921e-90	-0.9965727	G	-20.27463
NDUFA3	4.9523064181769355e-90	-1.1096756	G	-20.283262
DRAP1	4.6083265199105696e-90	-0.88274604	G	-20.286842
ECI2	3.300166324687044e-90	-1.143743	G	-20.303295
ELP5	2.6490522884879212e-90	-1.4605409	G	-20.31413
PSMC3IP	2.5906009961642976e-90	-3.0664465	G	-20.315266
RFXANK	2.1554650956520584e-90	-1.2513531	G	-20.324375
TMSB4X	2.0473937864191598e-90	-0.80970556	G	-20.32694
COL4A1	1.883477123855018e-90	-2.1730592	G	-20.331076
HMGN5	1.2511357757617439e-90	-2.420368	G	-20.351217
ELP6	1.1726937589661897e-90	-1.4723314	G	-20.354431
LAMC1	1.138594753842878e-90	-0.96260154	G	-20.355919
CCT2	8.880277185961749e-91	-0.8853988	G	-20.368135
STIL	5.930898837917986e-91	-3.6461837	G	-20.38806
TPRKB	3.142645174168074e-91	-1.2323385	G	-20.419153
MRPL36	2.7447641118461624e-91	-1.094134	G	-20.425806
SERTAD4-AS1	2.5299656957302503e-91	-3.1893015	G	-20.429827
C9orf40	1.9416378364741318e-91	-2.1343315	G	-20.442787
LIMA1	1.838020455797926e-91	-0.94608814	G	-20.445503
SLC4A7	1.1748929662594574e-91	-1.0754313	G	-20.46737
COX6B1	1.0553272079930383e-91	-0.79438025	G	-20.472641
TIMM13	7.084102889894686e-92	-0.91685086	G	-20.492176
CHAF1A	6.917576612555088e-92	-2.3283498	G	-20.493374
PSMD12	6.0108215856503855e-92	-0.96429724	G	-20.500296
NIT2	3.680211647644596e-92	-1.3670197	G	-20.524197
MRPL41	3.342306191557337e-92	-0.87823707	G	-20.528917
MRPL1	3.093064698039767e-92	-1.0543368	G	-20.532764
RAI14	2.108667171633792e-92	-1.0829685	G	-20.551453
SAC3D1	1.7870523321469704e-92	-1.109675	G	-20.559566
TOMM5	1.3718656633031487e-92	-1.6820596	G	-20.572433
CBY1	1.3709509945010767e-92	-1.5720583	G	-20.572506
CTNNBIP1	1.3175332649385578e-92	-1.2985048	G	-20.574474
MVK	1.2591042698266188e-92	-1.6021485	G	-20.576715
MYDGF	1.0459937041686336e-92	-0.8049627	G	-20.585745
RFC3	7.21793745022899e-93	-2.3126202	G	-20.603758
KMT5A	5.359785428294609e-93	-1.192687	G	-20.618246
DNAJC8	4.786190143958123e-93	-0.93560225	G	-20.623764
HYAL2	4.588324057394923e-93	-1.6267425	G	-20.625847
PSMA3	3.7551757931435097e-93	-0.9793133	G	-20.635578
TMEM18	3.3540322834644236e-93	-1.7872972	G	-20.64112
AARS	2.6244879836353114e-93	-1.0327004	G	-20.653015
RUVBL2	2.096533149415253e-93	-1.1048126	G	-20.663902
PLAC9	1.3287072280798155e-93	-1.4393456	G	-20.686035
PGRMC1	1.2929822533908218e-93	-0.97010887	G	-20.687391
SPTBN1	1.2115714594994155e-93	-0.86985433	G	-20.690569
GSN	9.978606068465306e-94	-1.3000673	G	-20.700006
ITPR2	9.326633378409409e-94	-1.283173	G	-20.703304
PSPH	6.34259792141366e-94	-1.1044389	G	-20.721918
WDR66	4.0878686092915805e-94	-1.255518	G	-20.74314
NUDC	1.917361633861024e-94	-0.9051489	G	-20.779604
RFC4	1.346421207766268e-94	-2.0546148	G	-20.796612
PSMC5	6.47904584825817e-95	-0.930967	G	-20.831715
GLUD1	5.338566671363944e-95	-1.0110959	G	-20.841026
MAGED2	4.762000947184227e-95	-1.0934627	G	-20.846539
ADH5	3.652636184261652e-95	-0.93260556	G	-20.859312
CAPG	1.524665365142425e-95	-3.06474	G	-20.901142
MGMT	1.0122944004592915e-95	-1.7822931	G	-20.920725
HRAS	8.134368332002899e-96	-0.9235686	G	-20.931192
MSH6	5.8107280114689305e-96	-1.4877747	G	-20.947264
ADORA2B	5.7661569288086846e-96	-1.6177177	G	-20.947672
GPAA1	4.5935970123774854e-96	-1.0240682	G	-20.95854
PSMB6	3.5833583336715137e-96	-1.0595622	G	-20.9704
TNFRSF21	2.6283795567570564e-96	-1.2961137	G	-20.985184
PRIM1	2.6145114835190803e-96	-3.3392036	G	-20.985476
MAGED1	2.6145114835190803e-96	-1.0690713	G	-20.985508
MGAT2	2.3300485626122482e-96	-1.2737451	G	-20.991035
CCDC80	2.312147126102743e-96	-3.2394595	G	-20.991444
BCAP29	1.3048800761738981e-96	-1.1109906	G	-21.018742
TUBA1C	8.425356761134516e-97	-0.95489717	G	-21.03954
NT5DC1	7.148152481270697e-97	-1.5717475	G	-21.047419
GNPNAT1	6.139694794271748e-97	-1.1480455	G	-21.05471
