gene	adj_pval	log_fc	clone	scores
AC020661.1	1.0	-21.303383	G	-0.13324691
AL365259.1	1.0	-21.044708	G	-0.13324691
AC138356.1	1.0	-20.892725	G	-0.13324691
EPHA1-AS1	1.0	-0.53709155	G	-0.13324691
TOGARAM2	1.0	-1.9962332	G	-0.13324691
AL031429.1	1.0	-1.6556753	G	-0.13324691
TMEM56-RWDD3	1.0	-1.3770237	G	-0.13326544
ZNF564	1.0	-0.38311672	G	-0.13326544
FP236383.3	1.0	-2.1487436	G	-0.13328397
SYCP3	1.0	-1.0450953	G	-0.1333025
TRPV1	1.0	-0.47172728	G	-0.13332102
ENO3	1.0	-0.30086282	G	-0.1333766
AL359921.2	1.0	-0.52914506	G	-0.13341366
OASL	1.0	-0.7368895	G	-0.13345072
AC118553.2	1.0	-0.42597148	G	-0.13346924
AP4M1	1.0	-0.046086214	G	-0.13354334
NANOG	1.0	-0.6729752	G	-0.13369156
AL021707.2	1.0	-0.26147214	G	-0.13374715
EXOC1	1.0	-0.013620923	G	-0.13377494
AC087239.1	1.0	-0.5563261	G	-0.13382125
AL928654.1	1.0	-0.18485495	G	-0.13395095
PSRC1	1.0	-0.27381837	G	-0.13402505
AC007389.5	1.0	-0.24825834	G	-0.13413621
AC067838.1	1.0	-0.28045622	G	-0.1341918
SLC8A1	1.0	-0.24702318	G	-0.13421032
AL662844.4	1.0	-0.32757187	G	-0.13450676
ZNF14	1.0	-0.12159817	G	-0.13484025
RPS6KA3	1.0	0.009492898	G	-0.135007
AC025031.4	1.0	-0.39983112	G	-0.13524784
CALU	1.0	-0.029879598	G	-0.13530342
MYD88	1.0	-0.0076383003	G	-0.1359704
ZFP36L1	1.0	-0.04012945	G	-0.13644284
TIGD5	1.0	-0.08829677	G	-0.13817513
FOXC2-AS1	1.0	-0.06622512	G	-0.13837892
MTHFSD	1.0	-0.045466527	G	-0.13849008
MEX3A	1.0	0.0072560846	G	-0.13859199
MRPS9	1.0	0.0085629625	G	-0.13867536
AC005261.3	1.0	-0.17485611	G	-0.13895327
ABHD6	1.0	-0.09847655	G	-0.13940717
BCL2L13	1.0	-0.018145552	G	-0.14004636
PDCL	1.0	-0.04526246	G	-0.14113946
NR4A2	1.0	-0.017613968	G	-0.1412321
AAMDC	1.0	-0.08025209	G	-0.1414081
SPATA33	1.0	-0.037522607	G	-0.14147295
YJEFN3	1.0	-0.016015435	G	-0.14217697
TMED9	1.0	-0.05471704	G	-0.14234371
G6PD	1.0	-0.0317733	G	-0.14265868
SLC25A11	1.0	-0.078827925	G	-0.14271426
ST3GAL3	1.0	-0.14937748	G	-0.14289953
RAB5C	1.0	0.0047505884	G	-0.14317743
AC002310.1	1.0	-0.024373837	G	-0.14333493
EFNA3	1.0	-0.0015063003	G	-0.14346461
ADGRA3	1.0	-0.008118699	G	-0.14381662
AC064807.1	1.0	-0.023390286	G	-0.14414085
ARFRP1	1.0	-0.021759477	G	-0.1441779
ZNF595	1.0	-0.071947865	G	-0.14459476
SLC4A7	1.0	-0.018460192	G	-0.14516911
LINC00115	1.0	-0.011556851	G	-0.14516911
LRP2BP	1.0	-0.052023195	G	-0.1454748
MRPL16	1.0	-0.046139203	G	-0.14590092
ZNF821	1.0	-0.13260427	G	-0.14653085
COG7	1.0	-0.07056608	G	-0.14660496
AL139089.1	1.0	-0.12703909	G	-0.1466698
DDIT4-AS1	1.0	-0.061691094	G	-0.14674391
VWCE	1.0	-0.08476542	G	-0.14679022
MAPK9	1.0	-0.045882218	G	-0.14695697
IFT20	1.0	0.0009943504	G	-0.1470033
CDCA8	1.0	-0.024480566	G	-0.1471515
ZNF460-AS1	1.0	-0.12803784	G	-0.14733678
SGSM2	1.0	-0.081167094	G	-0.14736457
SMG8	1.0	-0.12174146	G	-0.14739236
HOXA6	1.0	-0.12634407	G	-0.14742015
ITFG2-AS1	1.0	-0.12950888	G	-0.14751278
SLC45A4	1.0	-0.17715615	G	-0.14770731
PUS3	1.0	-0.030219756	G	-0.14771658
SATB1	1.0	-0.17232017	G	-0.14795743
AP001160.1	1.0	-0.1691642	G	-0.14795743
PCDHGB5	1.0	-0.28461817	G	-0.14808713
PAQR8	1.0	-0.18339877	G	-0.14819829
AL133245.1	1.0	-0.28232703	G	-0.14829092
DND1	1.0	-0.11079825	G	-0.14829092
PRADC1	1.0	-0.048510563	G	-0.14836504
AC007529.2	1.0	-0.25236544	G	-0.14838356
ZNF684	1.0	-0.16847965	G	-0.14838356
MYLPF	1.0	-0.25083765	G	-0.14848545
AC025171.4	1.0	-0.36291	G	-0.14858736
KHNYN	1.0	-0.055190865	G	-0.14858736
AC233280.1	1.0	-0.27170524	G	-0.14859661
LINC01730	1.0	-0.20887245	G	-0.14864294
ZNF714	1.0	-0.030302735	G	-0.14876336
IL1RL2	1.0	-0.35230857	G	-0.14876336
WDCP	1.0	-0.12226049	G	-0.1487819
MAATS1	1.0	-0.53558236	G	-0.14899495
CIDEC	1.0	-0.48888078	G	-0.1490876
DCUN1D2	1.0	0.006345886	G	-0.1490876
AC079594.2	1.0	-0.5099458	G	-0.14911538
CPA6	1.0	-0.15235026	G	-0.14915243
AC005899.5	1.0	-0.39984012	G	-0.1491617
AC126118.1	1.0	-0.44879916	G	-0.14917096
CCDC184	1.0	-0.33255178	G	-0.14918022
DLX4	1.0	-0.46399722	G	-0.14918949
LINC01990	1.0	-0.5205089	G	-0.14922655
PROCA1	1.0	-0.66456723	G	-0.14930065
RSPH9	1.0	-0.6019583	G	-0.14933771
CPT1C	1.0	-0.67789185	G	-0.14941181
ABCB6	1.0	-0.7363799	G	-0.14942108
DTL	1.0	-0.62955445	G	-0.14942108
AC005520.2	1.0	-0.6395994	G	-0.1494396
PRR36	1.0	-0.5094391	G	-0.14945813
AC005476.2	1.0	-0.4402229	G	-0.14945813
RPL34-AS1	1.0	-0.5889142	G	-0.1494674
AL050343.1	1.0	-0.8986088	G	-0.14947666
AC015849.1	1.0	-0.5059951	G	-0.14947666
AC012213.2	1.0	-0.7870406	G	-0.14948592
AL158154.2	1.0	-0.8014261	G	-0.14949518
SYNE4	1.0	-0.57445574	G	-0.14952298
DEGS2	1.0	-0.66807115	G	-0.14953224
MATN1-AS1	1.0	-0.2360323	G	-0.1495415
AC092574.1	1.0	-0.80213207	G	-0.14955077
HYDIN	1.0	-0.5784119	G	-0.14956003
AC112484.3	1.0	-0.63815725	G	-0.14956929
CA2	1.0	-1.1651311	G	-0.14963414
LINC00574	1.0	-1.1014663	G	-0.14963414
PKIA	1.0	-0.4362526	G	-0.14963414
AF111167.2	1.0	-1.3945097	G	-0.1496434
TMEM243	1.0	0.0065382	G	-0.14965266
KLHL41	1.0	-1.3463418	G	-0.1496712
LDHD	1.0	-0.98064494	G	-0.1496712
AF213884.3	1.0	-1.1156946	G	-0.1496712
CAPZA3	1.0	-0.95188963	G	-0.1496712
AC099518.2	1.0	-1.0628834	G	-0.14968045
AC124283.1	1.0	-0.4966749	G	-0.14970824
AC090510.2	1.0	-1.5356969	G	-0.14972678
HSPA6	1.0	-1.1126599	G	-0.14972678
FGFR2	1.0	-1.2718033	G	-0.14973603
PCDHGA7	1.0	-0.5672257	G	-0.14973603
AC021205.3	1.0	-1.1920067	G	-0.14973603
BHMT2	1.0	-1.4196404	G	-0.14975457
AC090948.1	1.0	-0.48752555	G	-0.14976382
MNX1-AS2	1.0	-1.7669792	G	-0.14976382
AGBL2	1.0	-0.409862	G	-0.14977309
AC239803.2	1.0	-1.6500981	G	-0.14977309
FOXB1	1.0	-1.0083604	G	-0.14978236
CFAP57	1.0	-1.8931841	G	-0.14980088
NPAS1	1.0	-1.6162705	G	-0.14981015
ZDHHC15	1.0	-2.0057993	G	-0.1498194
NDRG2	1.0	-1.9731754	G	-0.1498194
AC092325.1	1.0	-2.719465	G	-0.14982867
ANGPTL4	1.0	-2.1872532	G	-0.14983794
AC025576.1	1.0	-2.095432	G	-0.14983794
PERM1	1.0	-2.211007	G	-0.14983794
RNF31	1.0	-2.794675	G	-0.1498472
ANKFN1	1.0	-1.2363923	G	-0.1498472
LINC01358	1.0	-1.0449773	G	-0.1498472
AC084855.2	1.0	-3.3252034	G	-0.14986573
IFI30	1.0	-3.2207048	G	-0.14986573
ASPN	1.0	-2.4468195	G	-0.14987499
AC093382.1	1.0	-4.2249055	G	-0.14990278
DNM1P35	1.0	-1.8475509	G	-0.14990278
NKAPL	1.0	-4.0853343	G	-0.14992131
GPR85	1.0	-1.9815052	G	-0.14992131
CLTRN	1.0	-1.4328586	G	-0.14995836
MNX1-AS1	1.0	-1.8401732	G	-0.14995836
RTP4	1.0	-2.2859094	G	-0.1499769
RBM20	1.0	-1.857915	G	-0.1499769
PPP4R1-AS1	1.0	-1.8817253	G	-0.1500232
AC124319.2	1.0	-1.1352928	G	-0.15006027
PNPLA7	1.0	-0.4037271	G	-0.15045859
PAQR4	1.0	-0.3757515	G	-0.15055123
MCEE	1.0	-0.09922414	G	-0.15055123
PCDHA12	1.0	-0.4923959	G	-0.15065312
AC104695.3	1.0	-0.3401987	G	-0.15067166
EIF2S3	1.0	-0.003236868	G	-0.15071797
MED12	1.0	-0.06923898	G	-0.15088472
LINC00165	1.0	-0.12459732	G	-0.15092178
ZC3H11B	1.0	-0.7041135	G	-0.15113483
NAP1L2	1.0	-0.61778027	G	-0.15160728
C9orf43	1.0	-0.25146154	G	-0.15195929
LINC01550	1.0	-0.4661178	G	-0.15212603
ACP2	1.0	0.015257301	G	-0.15236689
ATG4A	1.0	-0.12476939	G	-0.1536823
MED26	1.0	-0.12134709	G	-0.1536823
COIL	1.0	-0.03723059	G	-0.15375641
ZNF708	1.0	0.05557551	G	-0.15381199
ZBTB48	1.0	-0.05620498	G	-0.15381199
ZNF548	1.0	-0.08776382	G	-0.15388611
TMEM18	1.0	-0.03678851	G	-0.15407138
PIGB	1.0	-0.1094155	G	-0.15468277
ZNF782	1.0	-0.17391519	G	-0.1552571
METTL18	1.0	-0.017884899	G	-0.15590556
ZNF441	1.0	-0.16769832	G	-0.15622053
ZC3H7A	1.0	-0.026253927	G	-0.15669297
AC137630.3	1.0	-0.12091924	G	-0.15759152
FRMD8	1.0	-0.036951568	G	-0.15864757
SNAPIN	1.0	0.015528573	G	-0.15883285
ACCS	1.0	-0.17963482	G	-0.15899032
ZNF701	1.0	-0.021130973	G	-0.15948129
CDC14A	1.0	-0.14093383	G	-0.15949982
AC093227.1	1.0	-0.046792857	G	-0.16000006
GSK3B	1.0	0.008557762	G	-0.16057439
MLKL	1.0	-0.09043679	G	-0.16087082
CTTNBP2	1.0	-0.33554733	G	-0.16087082
AC008966.1	1.0	-0.08598765	G	-0.16124137
TRIM39	1.0	-0.17331244	G	-0.16133401
FAM149B1	1.0	-0.05331114	G	-0.16140811
CIP2A	1.0	-0.16717795	G	-0.16159338
BOLA2B	1.0	-0.10825561	G	-0.16200098
RCCD1	1.0	-0.043098506	G	-0.16207509
AC069544.1	1.0	-0.052346446	G	-0.16244563
KCNJ2	1.0	-0.076908	G	-0.16281617
GRK5	1.0	-0.14807618	G	-0.1629088
ABRAXAS1	1.0	-0.088973686	G	-0.1629366
NHSL2	1.0	-0.0065216366	G	-0.16325155
HIVEP1	1.0	-0.020315642	G	-0.16327009
LINC00623	1.0	0.003463168	G	-0.16345535
AP001160.3	1.0	-0.12865731	G	-0.16357578
AP1S2	1.0	0.042164	G	-0.16366841
AC142472.1	1.0	-0.11870454	G	-0.16368695
AL441883.1	1.0	-0.12823859	G	-0.16370547
RABEP1	1.0	-0.00013662089	G	-0.16376105
GMPPB	1.0	-0.018897448	G	-0.16381663
RABGAP1L	1.0	-0.10500188	G	-0.16381663
RC3H1	1.0	-0.0081287455	G	-0.1642798
AC008280.3	1.0	-0.13110611	G	-0.1644095
DAPK1	1.0	-0.004142777	G	-0.16487268
PRH1	1.0	-0.045197684	G	-0.16498384
AL929472.2	1.0	-0.23529561	G	-0.16505794
AC016575.1	1.0	-0.32924548	G	-0.16518764
GMEB1	1.0	-0.06506446	G	-0.16518764
MTFR2	1.0	-0.25959188	G	-0.16518764
AL356488.2	1.0	-0.28361055	G	-0.16535439
AL365356.5	1.0	-0.3013515	G	-0.16539143
TMEM221	1.0	-0.5043026	G	-0.16540997
IPO13	1.0	-0.038949497	G	-0.16541922
ATP6V1FNB	1.0	-0.42435342	G	-0.16553965
NCF1	1.0	-0.31606406	G	-0.16553965
FKBP1B	1.0	-0.051633127	G	-0.16555817
AC009414.2	1.0	-0.2666929	G	-0.16557671
LINC01679	1.0	-0.22237833	G	-0.16559523
CXCR5	1.0	-0.4346409	G	-0.16565081
PLCE1	1.0	-0.4962994	G	-0.1657064
AC092171.5	1.0	-0.4041881	G	-0.1657064
LINC01637	1.0	-0.40883225	G	-0.16581756
ACRBP	1.0	-0.784976	G	-0.16581756
LMOD3	1.0	-0.37429497	G	-0.16581756
ITGB6	1.0	-0.54893667	G	-0.16583608
RGS5_ENSG00000143248	1.0	-0.34378597	G	-0.16587314
TBX6	1.0	-0.5997784	G	-0.1659102
ZNF671	1.0	-0.23594134	G	-0.1659102
AC012557.2	1.0	-0.50790864	G	-0.16592872
CCDC89	1.0	-0.46971953	G	-0.16594724
OIP5	1.0	-0.6679384	G	-0.16596578
ZNF467	1.0	-0.7687321	G	-0.1659843
TMEM61	1.0	-0.6249154	G	-0.1659843
OR9Q1	1.0	-0.7168562	G	-0.16603988
AL358072.1	1.0	-0.7939609	G	-0.16611399
C16orf95	1.0	-0.55377215	G	-0.16611399
DCST1-AS1	1.0	-0.6853952	G	-0.16613252
THOC6	1.0	-0.044523288	G	-0.16613252
Z93241.1	1.0	-0.89029783	G	-0.16616957
HAP1	1.0	-0.67796105	G	-0.16616957
KCNA7	1.0	-1.0083716	G	-0.1661881
MAN1C1	1.0	-0.5683747	G	-0.1661881
LRRC8C-DT	1.0	-0.91847694	G	-0.1661881
NPIPA5	1.0	-0.8147542	G	-0.16620663
WFIKKN1	1.0	-0.53240025	G	-0.16620663
AC087741.2	1.0	-1.0850526	G	-0.16622515
ENPP2	1.0	-0.93543696	G	-0.16626221
RMRP	1.0	-1.0982243	G	-0.16629927
GOLGA8R	1.0	-0.7380769	G	-0.16629927
CDH18	1.0	-1.0371954	G	-0.16629927
AC104653.1	1.0	-0.7417337	G	-0.16633631
AC004223.2	1.0	-1.3763031	G	-0.16635485
AL050343.2	1.0	-1.2015365	G	-0.16637337
HUNK	1.0	-1.0833864	G	-0.16637337
C20orf144	1.0	-2.0368898	G	-0.1663919
AC016907.2	1.0	-1.2615496	G	-0.1663919
SPART-AS1	1.0	-1.6322317	G	-0.1663919
LINC00900	1.0	-0.28042883	G	-0.1663919
AC092167.1	1.0	-1.9891324	G	-0.1663919
C17orf113	1.0	-1.5233538	G	-0.1663919
ST6GALNAC5	1.0	-0.73864853	G	-0.16641043
AC068620.2	1.0	-1.1292399	G	-0.16641043
AC090510.1	1.0	-1.2750466	G	-0.16642895
SYT5	1.0	-1.3735906	G	-0.16642895
AC064807.4	1.0	-1.9006392	G	-0.16644748
DHRS3	1.0	-1.7897937	G	-0.16644748
AC105345.1	1.0	-2.3536484	G	-0.16644748
CCDC13	1.0	-2.1230083	G	-0.16646601
TSPAN7	1.0	-2.3073585	G	-0.16646601
SLCO1C1	1.0	-1.3158011	G	-0.16646601
AC008555.1	1.0	-2.5657914	G	-0.16648453
SMILR	1.0	-1.3084741	G	-0.16648453
ESAM	1.0	-0.78486556	G	-0.16648453
C3AR1	1.0	-1.937604	G	-0.16648453
LINC00957	1.0	-2.566111	G	-0.16650306
KRT86	1.0	-1.4245977	G	-0.16654012
OR10H5	1.0	-2.1591513	G	-0.16654012
MSI1	1.0	-1.9846429	G	-0.16654012
LINC01914	1.0	-21.399914	G	-0.16655864
INSL5	1.0	-21.34809	G	-0.16655864
AL035420.3	1.0	-2.1965334	G	-0.16657718
AC008758.4	1.0	-3.0941646	G	-0.16657718
AP000265.1	1.0	-2.3037314	G	-0.1665957
CYP4F8	1.0	-3.3476698	G	-0.1665957
EEPD1	1.0	-1.8923043	G	-0.16663276
AC092115.3	1.0	-1.7078325	G	-0.16665128
HOXB7	1.0	-0.6828919	G	-0.1666698
HOOK3	1.0	-0.012504849	G	-0.1666698
LINC02447	1.0	-2.496391	G	-0.1666698
AL512274.1	1.0	-0.76721275	G	-0.16676244
DDIT4	1.0	-0.020173525	G	-0.16678096
PPP5D1	1.0	-0.26341054	G	-0.1667995
WASHC2A	1.0	-0.04766357	G	-0.1667995
AC026979.3	1.0	-0.5251044	G	-0.16700329
ARHGAP11B	1.0	-1.1102557	G	-0.16715151
BRMS1L	1.0	-0.043199304	G	-0.16722561
NLRP2	1.0	-0.6677953	G	-0.16726267
CYP46A1	1.0	-0.4663147	G	-0.1674109
LMCD1-AS1	1.0	-0.8043543	G	-0.16783701
SAMSN1	1.0	-0.121317126	G	-0.16815197
EDRF1	1.0	-0.008301642	G	-0.16818903
AL031058.1	1.0	-0.095087916	G	-0.16826314
ZNF449	1.0	-0.23591791	G	-0.16826314
MIATNB	1.0	-0.341728	G	-0.16828166
FRS3	1.0	-0.12013322	G	-0.16850398
ZNF443	1.0	-0.30622903	G	-0.16854104
AZIN1-AS1	1.0	-0.6617141	G	-0.16861515
STX12	1.0	-0.057262883	G	-0.1686522
JHY	1.0	-0.15064816	G	-0.1692636
PLCG1	1.0	0.020397501	G	-0.16972677
TES	1.0	-0.0006822789	G	-0.17031965
ZNF513	1.0	0.0020412833	G	-0.17131084
EYA3	1.0	-0.073443376	G	-0.17159802
METTL16	1.0	-0.04960906	G	-0.17197782
SMG6	1.0	-0.0868455	G	-0.17228352
CEBPA	1.0	0.048000257	G	-0.17281154
NME6	1.0	-0.04026064	G	-0.17285787
ELL	1.0	-0.04180237	G	-0.17291345
AC093827.4	1.0	-0.17665616	G	-0.17409918
HDHD2	1.0	-0.08157268	G	-0.17421034
HILPDA	1.0	-0.112018675	G	-0.1747291
ABCB10	1.0	-0.019737158	G	-0.17498848
THAP7-AS1	1.0	-0.123419926	G	-0.17517374
AL135925.1	1.0	-0.07913804	G	-0.17519227
TMEM44	1.0	-0.032732874	G	-0.17622979
UBL3	1.0	0.001288176	G	-0.17637801
NMRK1	1.0	-0.053773154	G	-0.17663738
LINC00240	1.0	-0.090201266	G	-0.1768134
MED9	1.0	-0.08288024	G	-0.17692456
KNTC1	1.0	-0.033130053	G	-0.17753595
CCDC84	1.0	-0.03693222	G	-0.17793429
AC068338.3	1.0	-0.06691662	G	-0.17844377
SRCIN1	1.0	-0.052577175	G	-0.17850862
ASMTL	1.0	-0.008369055	G	-0.17875874
ZNF85	1.0	-0.22275563	G	-0.17892548
FIZ1	1.0	-0.13029225	G	-0.17895328
HNRNPH2	1.0	-0.0022057518	G	-0.17902738
ACTL6A	1.0	0.010602822	G	-0.17908296
DENND4C	1.0	-0.03701236	G	-0.1791756
AC009118.3	1.0	-0.07854695	G	-0.1794813
CDC73	1.0	0.009050663	G	-0.17950909
XKR8	1.0	-0.11175422	G	-0.17960173
PI4K2B	1.0	-0.09533555	G	-0.17997226
MAP1A	1.0	-0.20130232	G	-0.18001859
VHL	1.0	-0.037425127	G	-0.18003711
CIDEB	1.0	-0.1137232	G	-0.18003711
SNPH	1.0	-0.1026275	G	-0.18003711
SCNN1D	1.0	-0.10094401	G	-0.18030575
FAM57A	1.0	0.03817605	G	-0.18036133
PLXNA3	1.0	-0.043921635	G	-0.18037987
RNFT2	1.0	-0.19776995	G	-0.18112095
AC093627.4	1.0	-0.25942647	G	-0.18119505
DYRK1A	1.0	-0.019978354	G	-0.18124138
ZNF180	1.0	-0.13102841	G	-0.18148223
AC104389.4	1.0	-0.31833446	G	-0.18151928
CCDC74A	1.0	-0.3307747	G	-0.18199173
AL162431.2	1.0	-0.28375992	G	-0.18200098
CPT1B	1.0	-0.3823886	G	-0.18203804
BUB1B	1.0	-0.5127264	G	-0.18213068
HIST1H2AG	1.0	-0.5312971	G	-0.18226036
AC008906.1	1.0	-0.36550456	G	-0.18230668
AP3B2	1.0	-0.6903041	G	-0.18232521
DDO	1.0	-0.6324729	G	-0.18243638
ISM1	1.0	-0.23632738	G	-0.1824549
AL354696.2	1.0	-0.69953066	G	-0.18251048
AC135782.1	1.0	-0.7138301	G	-0.18254754
AC105277.1	1.0	-0.7625797	G	-0.18256606
HOMER3-AS1	1.0	-0.7332968	G	-0.18260312
AC127521.1	1.0	-0.92498296	G	-0.18261237
HAUS2	1.0	-0.028100787	G	-0.18262164
AP001160.2	1.0	-0.24045987	G	-0.18264943
AC018635.2	1.0	-0.77030975	G	-0.18269575
CPEB1-AS1	1.0	-0.8585337	G	-0.18270501
SGK2	1.0	-0.8495377	G	-0.18277912
ARL9	1.0	-0.31778672	G	-0.18278839
SLC6A13	1.0	-1.0193436	G	-0.18279766
ZNF236-DT	1.0	-0.8963135	G	-0.18280691
GRAMD1A	1.0	-0.00634998	G	-0.18281618
LMF1	1.0	-0.73887426	G	-0.18282545
AC022007.1	1.0	-1.0670745	G	-0.1828347
AC073320.1	1.0	-0.8574162	G	-0.1828347
CX3CL1	1.0	-0.804548	G	-0.18285324
AL162231.2	1.0	-0.4754603	G	-0.1829644
ACSM5	1.0	-0.836277	G	-0.18298292
NIPSNAP3B	1.0	-1.1841599	G	-0.18300144
MRO	1.0	-1.2250683	G	-0.18300144
TRAF5	1.0	-0.13660395	G	-0.18301071
PCDHB7	1.0	-1.1092658	G	-0.18304777
ABCA13	1.0	-1.5960743	G	-0.18305703
ZNF93	1.0	-0.3494799	G	-0.18305703
TCEAL7	1.0	-1.4207441	G	-0.1830663
AC104123.1	1.0	-1.9322041	G	-0.18308482
SMAD6	1.0	-1.8891373	G	-0.18308482
AL157786.1	1.0	-0.85574603	G	-0.18312187
AC131254.1	1.0	-0.77405214	G	-0.18313114
IL26	1.0	-3.0456324	G	-0.18313114
TMEM269	1.0	-1.429007	G	-0.1831404
HSD11B1	1.0	-3.10311	G	-0.18314967
AC023813.3	1.0	-1.3980587	G	-0.18316819
PCDH11Y	1.0	-2.3448777	G	-0.18319598
C1QL1	1.0	-2.717337	G	-0.18321452
CRIP3	1.0	-4.0167484	G	-0.18322377
AC009120.5	1.0	-0.9272866	G	-0.18322377
AC096536.1	1.0	-0.692669	G	-0.1832423
CHADL	1.0	-4.034921	G	-0.1832423
CRTAM	1.0	-6.1415386	G	-0.1832423
AL031055.1	1.0	-1.7143282	G	-0.18325156
TMEM139	1.0	-2.6710427	G	-0.1832701
LINC01144	1.0	-1.711022	G	-0.1832701
CHGA	1.0	-2.1966472	G	-0.18327935
REXO5	1.0	-0.44643122	G	-0.18327935
AC026250.1	1.0	-0.89488155	G	-0.18328862
AUTS2	1.0	-2.0883834	G	-0.18329789
USP18	1.0	-1.2755063	G	-0.18330714
AP005329.1	1.0	-2.2898927	G	-0.18331641
SUCLA2-AS1	1.0	-2.2048776	G	-0.18331641
CCDC68	1.0	-0.9716649	G	-0.18336272
AC037486.1	1.0	-1.5846686	G	-0.18337199
AC022893.1	1.0	-1.5611174	G	-0.1834183
CPT2	1.0	0.021434303	G	-0.18343684
ZNF483	1.0	-0.9655698	G	-0.18351094
EVI5	1.0	-0.026103707	G	-0.18356653
CENPS	1.0	-0.101373166	G	-0.18368696
AC027020.2	1.0	-0.392912	G	-0.18374254
PSCA	1.0	-0.9097626	G	-0.18387222
AL590560.2	1.0	-0.7803357	G	-0.18388149
LPXN	1.0	-0.20423602	G	-0.18407603
GINS2	1.0	-0.24745658	G	-0.1841594
RNF208	1.0	-0.26977092	G	-0.18419644
P4HA3	1.0	-0.5702296	G	-0.18432613
LINC00852	1.0	-0.5028602	G	-0.18447435
ZNF20	1.0	-0.8452854	G	-0.18450214
RAD51AP1	1.0	-0.38974193	G	-0.18451141
ZFAND4	1.0	-0.31491598	G	-0.18475226
ZNF84	1.0	-0.0494737	G	-0.1848171
ITSN1	1.0	-0.04472009	G	-0.18488194
AC067735.1	1.0	-0.31964615	G	-0.18501164
SERF1A	1.0	-0.4692185	G	-0.18505795
DPF3	1.0	-0.3150046	G	-0.18508574
SPX	1.0	-0.15599418	G	-0.18530807
EHD1	1.0	-0.022175327	G	-0.18551187
ZNF407	1.0	-0.03208659	G	-0.1857342
AC007541.1	1.0	-0.23993978	G	-0.18641043
HYLS1	1.0	0.016076103	G	-0.18706815
SNUPN	1.0	-0.052462153	G	-0.18712373
CNEP1R1	1.0	-0.07560494	G	-0.18725342
ATAD2B	1.0	-0.052304838	G	-0.18742016
NFATC2IP	1.0	-0.026663717	G	-0.18769807
TSG101	1.0	-0.01803408	G	-0.18808714
NDUFB7	1.0	-0.03388479	G	-0.1881242
TMEM54	1.0	-0.024711382	G	-0.18817051
XRCC4	1.0	-0.050161306	G	-0.18858737
TMX1	1.0	-0.014804119	G	-0.1890876
AMPD3	1.0	-0.1611114	G	-0.18942109
TIPARP-AS1	1.0	-0.012881091	G	-0.18986574
MED23	1.0	-0.035932854	G	-0.18999542
ZDHHC23	1.0	-0.2097309	G	-0.19064388
DPM3	1.0	-0.016880704	G	-0.19121821
CUL1	1.0	-0.028355429	G	-0.19123675
C18orf32	1.0	-0.19659445	G	-0.19153318
BAHD1	1.0	-0.049295444	G	-0.19207047
MGAT5B	1.0	-0.39087272	G	-0.19220015
ARHGAP19	1.0	-0.22195026	G	-0.19283007
KIAA0825	1.0	-0.062974766	G	-0.19303387
NDUFA4L2	1.0	-0.07326631	G	-0.19330251
FAM95C	1.0	-0.047534417	G	-0.19342294
SPATA7	1.0	-0.03735383	G	-0.19373791
AASDH	1.0	-0.034198824	G	-0.19410844
C3orf38	1.0	-0.036016375	G	-0.1941455
RAB11FIP2	1.0	-0.033468593	G	-0.19460867
UVRAG	1.0	-0.06600273	G	-0.19462721
PRR5L	1.0	-0.095958196	G	-0.19462721
EVI5L	1.0	-0.06954578	G	-0.19514596
ZNF461	1.0	-0.08227179	G	-0.19523859
EREG	1.0	0.064261526	G	-0.1957944
ICOSLG	1.0	-0.13346182	G	-0.1959241
SLC43A1	1.0	-0.13593918	G	-0.19594263
FAM43A	1.0	-0.17521125	G	-0.19594263
ARHGAP10	1.0	0.01190101	G	-0.19597968
DRC3	1.0	-0.059225112	G	-0.19610937
AC087741.1	1.0	-0.15750103	G	-0.19622053
EMG1_ENSG00000268439	1.0	-0.170057	G	-0.19636875
AC093525.6	1.0	-0.24118905	G	-0.19710983
MTRF1	1.0	-0.07749855	G	-0.19718394
BTBD8	1.0	-0.09796751	G	-0.19740626
BEX5	1.0	-0.27537647	G	-0.19773975
CCT6B	1.0	-0.18197618	G	-0.19781387
KIAA1324	1.0	-0.32950774	G	-0.19785091
SEC23IP	1.0	-0.013897714	G	-0.19792503
ZNF417	1.0	-0.28291366	G	-0.19798061
INPP5B	1.0	-0.09521704	G	-0.1981103
AC058791.1	1.0	-0.22648592	G	-0.19836968
AC016745.2	1.0	-0.22763677	G	-0.19846231
AC005838.2	1.0	-0.027598973	G	-0.19855495
LRRC29	1.0	-0.34784377	G	-0.19855495
NACC1	1.0	-0.08527589	G	-0.19856422
COL5A3	1.0	-0.54985285	G	-0.19862905
SP6	1.0	-0.25099754	G	-0.19870317
HDAC3	1.0	-0.018234974	G	-0.19874948
AC079298.3	1.0	-0.4113542	G	-0.19875875
AP001107.9	1.0	-0.44117257	G	-0.19875875
ZNF691	1.0	-0.1439523	G	-0.19877727
EPOR	1.0	-0.260535	G	-0.19877727
GDF9	1.0	-0.5595544	G	-0.1987958
AL355353.1	1.0	-0.637194	G	-0.19896254
FBXL14	1.0	-0.45294797	G	-0.19903666
AC104187.1	1.0	-0.62253624	G	-0.1990737
SLC22A17	1.0	-0.41958335	G	-0.19911076
AC009549.1	1.0	-0.4224273	G	-0.19911076
